,MouseID,Genotype,Treatment,Behavior,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N
263,362_8,Control,Memantine,S/C,0.321071496,0.504621769,0.265610262,1.89718921,2.894736842,0.200150915,0.166006414,3.586493115,0.16789285,1.161478966,0.34295416,0.267119411,0.257875872,0.230333899,0.704961328,0.587059045,1.330692322,0.954159593,0.372571213,0.653838898,0.26240332,0.322580645,0.149594416,0.878324844,1.944916054,1.073571024,0.207696661,0.232031692,0.521222411,0.141671383,0.391058291,1.690435767,0.520467836,0.482927749,0.540464063,0.747594793
264,362_9,Control,Memantine,S/C,0.342356378,0.532229796,0.276144109,1.967478092,3.083349562,0.219279455,0.172151899,3.806037001,0.173515093,1.19707887,0.350730282,0.274196689,0.269522882,0.234274586,0.736514119,0.606815969,1.363972736,0.992405063,0.380136319,0.663485881,0.271665044,0.335540409,0.161441091,0.90691334,1.99006816,1.104576436,0.209347614,0.245374878,0.568451801,0.144303797,0.413242454,1.750730282,0.55248296,0.525608569,0.524634859,0.7781889
265,362_10,Control,Memantine,S/C,0.346938776,0.510950722,0.290691887,1.933300149,2.783723245,0.234693878,0.183175709,3.426331508,0.174962668,1.481085117,0.355151817,0.290691887,0.268043803,0.254106521,0.714036834,0.599552016,1.330761573,0.941015431,0.414136386,0.658038825,0.277750124,0.352414136,0.163763066,0.907416625,1.842956695,1.039323046,0.223245396,0.245644599,0.533847685,0.161772026,0.411149826,1.652314584,0.552513688,0.555002489,0.603534097,0.822050772
266,362_11,Control,Memantine,S/C,0.345346062,0.484486874,0.274701671,1.876849642,2.681861575,0.197374702,0.183770883,3.293317422,0.172792363,1.177804296,0.36849642,0.282577566,0.263245823,0.242004773,0.688782816,0.56778043,1.262529833,0.899761337,0.386634845,0.600954654,0.277804296,0.334128878,0.159427208,0.834844869,1.764916468,1.020286396,0.218138425,0.234606205,0.503341289,0.1575179,0.403579952,1.556085919,0.5424821,0.521718377,0.600238663,0.77875895
267,362_12,Control,Memantine,S/C,0.311823001,0.477068449,0.249596681,1.815164785,2.529154183,0.196358608,0.194053929,3.286471537,0.180225858,1.240147499,0.320811247,0.264577091,0.247292003,0.231620189,0.684028578,0.540677575,1.230698318,0.885227011,0.35906891,0.602903895,0.259737267,0.334869786,0.161557963,0.805254667,1.683567642,0.968425905,0.209495275,0.277022355,0.49942383,0.143351003,0.391334409,1.551740032,0.509794884,0.537220558,0.551740032,0.777137589
268,362_13,Control,Memantine,S/C,0.321612903,0.494193548,0.303225806,1.916774194,2.633870968,0.227419355,0.197741935,3.155483871,0.189677419,2.192903226,0.364516129,0.303870968,0.28516129,0.272580645,0.742258065,0.598709677,1.272258065,0.872903226,0.408709677,0.651935484,0.302580645,0.357096774,0.186774194,0.829354839,1.661290323,0.990645161,0.233225806,0.25483871,0.516774194,0.173870968,0.429354839,1.508709677,0.543225806,0.603870968,0.721935484,0.904193548
269,362_14,Control,Memantine,S/C,0.317186054,0.480407282,0.284480099,1.839247146,2.545819192,0.211663067,0.18389386,2.932428263,0.175563098,1.298364702,0.342486887,0.279851898,0.270904042,0.248997223,0.69669855,0.556309781,1.233878433,0.821659981,0.405121876,0.684048133,0.291885221,0.350817649,0.177105832,0.772909596,1.563406356,0.95927183,0.213514347,0.23881518,0.468682505,0.178031472,0.410058624,1.432582536,0.527614934,0.607219994,0.705337859,0.873495835
270,362_15,Control,Memantine,S/C,0.295302013,0.451998833,0.27866939,1.708491392,2.341406478,0.210388095,0.181791655,2.833965568,0.168077035,1.122556172,0.329734462,0.269623577,0.259410563,0.233440327,0.687773563,0.52173913,1.151152612,0.800700321,0.392179749,0.588853224,0.266997374,0.333819667,0.163116428,0.731835425,1.494309892,0.888824044,0.201634082,0.227604319,0.44966443,0.156113219,0.390137146,1.466005252,0.497519697,0.561132186,0.641085498,0.82141815
271,364_1,Control,Memantine,S/C,0.28678941,0.497916947,0.337857815,2.589436904,4.283832818,0.271468889,0.191640908,5.179948932,0.237064911,1.301303588,0.355059804,0.337051472,0.305335304,0.288939659,0.883886574,0.948259643,1.774089504,1.240693455,0.470366886,0.768310711,0.272275232,0.386104018,0.182771133,1.384491332,2.910361511,1.243112485,0.247412982,0.295121623,0.747077006,0.188012364,0.371052278,2.670071227,0.693723962,0.464856874,0.439188281,0.845047709
272,364_2,Control,Memantine,S/C,0.290814936,0.513082584,0.337149087,2.586399564,4.214636141,0.258926138,0.194603434,5.318615427,0.2491142,1.257018261,0.370264377,0.343826656,0.313300627,0.295993459,0.903243391,0.938539111,1.850504225,1.217906787,0.458571818,0.744480785,0.275415645,0.378304715,0.186699373,1.401744345,2.950122649,1.26764786,0.253747615,0.301717089,0.755519215,0.18329245,0.368629054,2.683701281,0.711638049,0.470155356,0.441128373,0.899563914
273,364_3,Control,Memantine,S/C,0.376921951,0.565236491,0.371796749,2.814321277,4.573729682,0.277639479,0.212476204,5.755893982,0.272074974,1.361399912,0.414409138,0.377507688,0.336652511,0.312051545,0.997657051,1.021525846,2.010543271,1.341045541,0.479133109,0.819739347,0.303265485,0.400058574,0.196807732,1.437692195,3.11582955,1.347488651,0.280421731,0.329037926,0.804803046,0.199882853,0.407673159,2.903353346,0.780348514,0.506223459,0.477522331,0.970420267
274,364_4,Control,Memantine,S/C,0.285643727,0.464603227,0.319888047,2.479420481,3.928218637,0.254856767,0.193447481,4.889529141,0.22818571,1.303589068,0.369608166,0.327461311,0.300460981,0.292558446,0.83519921,0.870102074,1.706124465,1.230490616,0.458182417,0.714520909,0.293546263,0.369608166,0.182746131,1.193612117,2.637800461,1.187685216,0.239380968,0.286960817,0.71106355,0.187849852,0.349687191,2.397760948,0.666117879,0.444682252,0.426078367,0.777905828
275,364_5,Control,Memantine,S/C,0.296604414,0.499320883,0.331918506,2.549575552,4.007300509,0.268421053,0.194227504,4.997113752,0.239388795,1.260780985,0.352971138,0.342275042,0.305602716,0.328692699,0.869609508,0.905602716,1.726994907,1.225806452,0.487606112,0.724278438,0.285568761,0.393718166,0.191001698,1.217487267,2.64040747,1.245670628,0.251782683,0.291001698,0.741426146,0.198471986,0.362478778,2.426485569,0.683701188,0.458234295,0.422071307,0.824957555
276,364_6,Control,Memantine,S/C,0.290687401,0.525357837,0.345113978,2.625375508,4.204099664,0.273193144,0.224597986,5.31754727,0.262767273,1.323378689,0.384520233,0.357660364,0.323201979,0.313482948,0.924368263,0.925075102,1.845909171,1.278671143,0.488248807,0.775402014,0.305354303,0.412263651,0.189786181,1.209400954,2.708075632,1.299346174,0.259763209,0.300759852,0.773988337,0.205159922,0.362961654,2.53949461,0.700653826,0.472344937,0.441067326,0.85209401
277,364_7,Control,Memantine,S/C,0.306938946,0.437591165,0.302771411,2.374661388,3.595749114,0.27339029,0.188997708,4.611585747,0.227964159,1.30860596,0.304855178,0.328193374,0.29131069,0.297145239,0.815169827,0.77787039,1.572619296,1.194832257,0.486351323,0.686392999,0.298812253,0.383204834,0.199208168,1.065847051,2.338612211,1.136695145,0.252135862,0.26568035,0.707647427,0.204417587,0.31756616,2.132944363,0.624296728,0.434257137,0.412169202,0.763284018
278,364_8,Control,Memantine,S/C,0.275713979,0.450719347,0.30942667,2.426240069,3.806527808,0.272922482,0.203135065,4.765943741,0.241142366,1.311788705,0.303414215,0.347648701,0.315868585,0.315439124,0.846897144,0.817264333,1.641185312,1.168778183,0.440627013,0.712690573,0.300837449,0.39746618,0.197337342,1.085677475,2.379643547,1.179299979,0.258106077,0.283873738,0.719132489,0.209791711,0.326819841,2.204638179,0.64032639,0.467038866,0.397036719,0.796435473
279,364_9,Control,Memantine,S/C,0.238963731,0.43357513,0.303419689,2.369533679,3.355233161,0.264455959,0.183212435,4.596683938,0.237098446,1.305699482,0.313782383,0.334093264,0.288290155,0.300725389,0.819274611,0.771813472,1.529119171,1.129948187,0.434404145,0.667357513,0.28642487,0.409533679,0.193160622,1.031917098,2.320621762,1.115025907,0.268393782,0.276476684,0.693056995,0.198963731,0.308186528,2.142590674,0.581554404,0.446217617,0.397720207,0.74507772
280,364_10,Control,Memantine,S/C,0.249806651,0.471513277,0.310131477,2.345449858,3.303428719,0.32095901,0.216808456,4.512761021,0.237947925,1.3387471,0.295436968,0.3387471,0.302397525,0.326372776,0.840164991,0.787574117,1.568445476,1.191286414,0.473060067,0.729827275,0.318381026,0.415055427,0.195668987,1.035060583,2.238205723,1.142046919,0.262438773,0.336169116,0.722866718,0.226346997,0.367362722,2.079917505,0.688063934,0.486207786,0.443928848,0.826759474
281,364_11,Control,Memantine,S/C,0.264480874,0.466666667,0.363934426,2.551912568,3.7,0.295901639,0.233060109,4.75273224,0.263661202,1.477595628,0.356010929,0.372677596,0.337978142,0.354918033,0.896994536,0.818306011,1.662295082,1.232513661,0.468852459,0.744262295,0.335245902,0.42295082,0.200546448,1.082513661,2.419945355,1.239617486,0.273497268,0.311202186,0.759562842,0.243169399,0.369945355,2.202185792,0.642896175,0.484153005,0.471857923,0.854371585
282,364_12,Control,Memantine,S/C,0.273983116,0.434893835,0.317728319,2.385520594,3.220260936,0.277820414,0.243796367,4.521105142,0.244563827,1.708365311,0.305960604,0.379892556,0.298286007,0.36863648,0.822716807,0.793809158,1.55282681,1.146073164,0.495523152,0.730110003,0.305193144,0.434638015,0.196725505,1.013558455,2.198772064,1.162445638,0.260936301,0.293425428,0.717574827,0.226912254,0.332054234,2.164236378,0.596060373,0.492709133,0.432591456,0.793809158
283,364_13,Control,Memantine,S/C,0.201140799,0.409486641,0.268688082,2.258180727,3.084959472,0.287000901,0.170819574,4.364455119,0.248273792,1.438306815,0.255178625,0.315220654,0.269588712,0.318823176,0.802761933,0.746622636,1.520264185,1.153707595,0.44851396,0.73521465,0.339237466,0.415190633,0.169918943,1.013509457,2.210147103,1.131191834,0.255178625,0.261483038,0.719303512,0.24407085,0.293905734,1.93935755,0.67367157,0.435905134,0.419693786,0.750225158
284,364_14,Control,Memantine,S/C,0.209582598,0.420928865,0.258377425,2.279541446,3.014697237,0.267489712,0.167842446,4.345091123,0.278365667,1.580834803,0.257789536,0.33186361,0.266607878,0.303644915,0.761316872,0.754262199,1.430041152,1.121399177,0.480011758,0.782186949,0.30893592,0.397707231,0.157260435,0.970311581,2.124926514,1.100235156,0.249853028,0.253380364,0.699000588,0.234861846,0.32069371,1.917989418,0.68547913,0.458259847,0.424456202,0.749265138
285,364_15,Control,Memantine,S/C,0.326587579,0.475575715,0.331821354,2.732379623,3.690509421,0.327983252,0.205163992,5.250174459,0.300418702,3.539776692,0.329378925,0.399860433,0.318562456,0.35799023,0.918702024,0.902651779,1.762037683,1.320655967,0.523726448,0.8897418,0.400558269,0.474180042,0.193998604,1.17166783,2.494417306,1.315073273,0.301116539,0.293789253,0.833217027,0.280181438,0.333217027,2.293091417,0.779832519,0.52128402,0.468597348,0.892533147
286,365_1,Control,Memantine,S/C,0.295470714,0.53355466,0.337206545,2.508299739,4.517785155,0.228005691,0.183424235,4.746502253,0.211761916,1.269385819,0.371591179,0.363172872,0.319777093,0.328788238,0.916646905,0.982570548,1.851790372,1.273772824,0.447830211,0.778989803,0.240929571,0.344439175,0.15840645,1.505098411,3.187336969,1.27555134,0.247095091,0.301991937,0.730495613,0.156272231,0.359497273,2.475100783,0.737016837,0.474507944,0.438226227,0.912852739
287,365_2,Control,Memantine,S/C,0.309431681,0.539782346,0.347400242,2.544860943,4.586577993,0.237968561,0.184401451,4.770858525,0.225513906,1.356106409,0.376783555,0.370374849,0.323095526,0.302055623,0.970374849,0.99879081,1.820918984,1.310399033,0.446070133,0.774727932,0.246916566,0.358162031,0.171342201,1.503990326,3.238814994,1.253083434,0.243893591,0.3095526,0.761668682,0.161789601,0.357315599,2.565900846,0.747521161,0.46541717,0.459975816,0.883675937
288,365_3,Control,Memantine,S/C,0.316773125,0.530754672,0.355216466,2.56422995,4.484622664,0.226756565,0.179441684,4.813697658,0.231724627,1.776200615,0.361249113,0.365862314,0.315945115,0.30009463,0.937307783,0.995268512,1.764845044,1.319730305,0.438372368,0.764135321,0.249231133,0.341850012,0.177903951,1.465578424,3.191506979,1.284362432,0.240951029,0.312041637,0.747220251,0.161107168,0.361603974,2.474331677,0.739176721,0.458244618,0.415306364,0.880884788
289,365_4,Control,Memantine,S/C,0.287850196,0.510378865,0.316156191,2.375381042,4.036434896,0.228770504,0.182174481,4.541878357,0.209174046,1.250544346,0.360139353,0.356510379,0.308462767,0.296414574,0.914065902,0.902888663,1.731455944,1.240528379,0.451734649,0.73203658,0.250834664,0.360719988,0.16577152,1.369865002,2.878647119,1.215270721,0.266076354,0.284801858,0.72231093,0.17404558,0.345187981,2.235012339,0.776745536,0.474234287,0.452460444,0.83147046
290,365_5,Control,Memantine,S/C,0.284857352,0.506949525,0.323482078,2.440380395,3.802926116,0.236283833,0.177761522,4.531236284,0.208339429,1.287783467,0.366349671,0.364155084,0.313972202,0.294513533,0.866569129,0.912362838,1.768836869,1.268324799,0.430577908,0.755669349,0.255157279,0.361228969,0.172640819,1.335918069,2.887929773,1.22809071,0.247256767,0.292465252,0.725384053,0.166057059,0.368544257,2.245208486,0.776591075,0.469787857,0.44228237,0.823847842
291,365_6,Control,Memantine,S/C,0.269843488,0.474147568,0.307015092,2.304080492,3.772219117,0.229597541,0.174538849,4.286193404,0.201788709,1.423281163,0.338177753,0.345444382,0.302124092,0.278926775,0.833985467,0.896310788,1.638904416,1.209195081,0.403996646,0.689770822,0.23979877,0.335941867,0.157909447,1.268725545,2.727501397,1.182084964,0.233091112,0.279904975,0.684740078,0.156232532,0.346841811,2.133873672,0.76020123,0.456819452,0.431386249,0.826159866
292,365_7,Control,Memantine,S/C,0.266735859,0.445251687,0.281439197,2.186126968,3.363950874,0.237156201,0.181110535,4.167099118,0.198235599,1.17938073,0.336446981,0.34734475,0.286974572,0.285244767,0.802975264,0.802456322,1.539699014,1.189067635,0.412558381,0.715793115,0.243902439,0.358242519,0.16779104,1.176613043,2.500951392,1.082165715,0.234388514,0.315343366,0.685175575,0.180245632,0.313267601,1.936170213,0.603355821,0.429164504,0.403390417,0.75177305
293,365_8,Control,Memantine,S/C,0.242337336,0.460835275,0.292704786,2.301666965,3.684531278,0.245563721,0.179422836,4.302921671,0.208460298,1.250403298,0.310808389,0.352213658,0.290553863,0.294855709,0.869152178,0.812690446,1.647786342,1.209356516,0.415486646,0.731493099,0.267252196,0.394156659,0.174045528,1.203441477,2.591503854,1.162036207,0.244846747,0.282846388,0.686502958,0.174762502,0.310808389,1.971141782,0.630937444,0.44111848,0.402939595,0.774870048
294,365_9,Control,Memantine,S/C,0.247678019,0.462939355,0.303951921,2.287379348,3.711892187,0.244217811,0.195410672,4.424330723,0.229284283,1.31069022,0.315789474,0.360043708,0.306501548,0.298124203,0.854307048,0.826443271,1.691313058,1.248952832,0.405754872,0.720087416,0.255691131,0.371517028,0.194864323,1.206883992,2.646512475,1.173010381,0.252595156,0.29156802,0.702422145,0.180477144,0.311236569,2.008377345,0.644144964,0.449644873,0.421234748,0.795847751
295,365_10,Control,Memantine,S/C,0.253497164,0.40831758,0.2463138,1.878071834,2.84952741,0.235727788,0.180718336,3.442155009,0.179773157,1.071266541,0.315689981,0.325141777,0.270321361,0.277504726,0.709073724,0.627410208,1.29584121,1.165028355,0.445746692,0.661058601,0.244234405,0.379017013,0.172589792,0.874291115,2.019470699,1.027410208,0.217769376,0.243856333,0.573534972,0.174291115,0.284120983,1.607750473,0.543667297,0.386956522,0.340453686,0.692627599
296,365_11,Control,Memantine,S/C,0.253756977,0.46157149,0.291970803,2.126878489,3.044654358,0.252468871,0.196221554,3.901889223,0.202662087,1.259982825,0.324602834,0.376771146,0.304422499,0.298196651,0.774581365,0.718763418,1.454701589,1.318162301,0.482825247,0.742164019,0.274151997,0.391799055,0.190425075,0.990983255,2.233576642,1.141906398,0.248604551,0.331472735,0.658651782,0.194718763,0.321811936,1.804422499,0.614212108,0.423572349,0.382352941,0.770717046
297,365_12,Control,Memantine,S/C,0.249051833,0.444795617,0.288242731,2.078381795,3.093552465,0.249262537,0.194479562,3.821112516,0.198482933,1.289717657,0.313316477,0.330594185,0.30109566,0.294563843,0.784028656,0.719553308,1.416350611,1.295828066,0.450695322,0.69553308,0.274968394,0.377159713,0.195322377,0.980404551,2.265908133,1.12642225,0.251790982,0.281710914,0.641382217,0.187737042,0.327222925,1.731352718,0.58259587,0.420564686,0.411504425,0.714496418
298,365_13,Control,Memantine,S/C,0.25842412,0.437800861,0.279959463,1.966810236,2.828477325,0.281986319,0.204965797,3.43628072,0.209019508,1.196858373,0.313655941,0.365087408,0.282239676,0.328350646,0.735495313,0.672409425,1.331644287,1.161388396,0.489485685,0.712946542,0.291867241,0.443374715,0.200912085,0.921205979,1.926019762,0.993412719,0.25335698,0.286546744,0.617937674,0.200152014,0.322016722,1.605776539,0.630352166,0.425639726,0.420572587,0.739295668
299,365_14,Control,Memantine,S/C,0.294966063,0.498585973,0.317024887,2.208710407,3.060237557,0.294400452,0.240950226,3.947115385,0.231052036,1.424208145,0.370475113,0.374151584,0.322680995,0.332013575,0.82861991,0.735576923,1.49688914,1.307975113,0.541006787,0.74688914,0.323529412,0.4375,0.2239819,1.008484163,2.14111991,1.158088235,0.280542986,0.367081448,0.694570136,0.222567873,0.356617647,1.78591629,0.700791855,0.493495475,0.501414027,0.864536199
300,365_15,Control,Memantine,S/C,0.289354924,0.439076188,0.338731086,2.05256172,2.884788957,0.290947704,0.215290682,3.626227767,0.216617998,1.330501726,0.343243961,0.346960446,0.320679586,0.366870188,0.789487656,0.676931245,1.355189806,1.212370587,0.468277144,0.71595434,0.350146005,0.398725776,0.213166976,0.950092912,2.056543669,1.071144147,0.309795593,0.310591983,0.655694186,0.215290682,0.318024954,1.643217414,0.69046987,0.448101938,0.466684364,0.784974781
301,3477_1,Control,Saline,C/S,0.591618368,0.814979938,0.414979938,2.706107891,5.256263932,0.260989746,0.18724922,4.163798484,0.265893892,1.665804726,0.914578689,0.382612572,0.429068212,0.294605439,0.943825234,1.171466786,1.892643781,2.590905038,0.475078021,0.777084262,0.500222916,0.36148016,0.191618368,2.003566652,3.478555506,1.419170753,0.26232724,0.320285332,0.855461436,0.180918413,0.455639768,2.708247882,0.387873384,0.507177887,0.411591618,0.799108337
302,3477_2,Control,Saline,C/S,0.58980671,0.840444931,0.42432531,2.803701678,5.534372721,0.269420131,0.192833698,4.284555069,0.275984683,1.84928884,0.956236324,0.395058352,0.429613421,0.351932896,0.975291758,1.219274252,1.951951131,2.641958425,0.486779723,0.806345733,0.50948213,0.385940919,0.198668855,2.106582786,3.580324581,1.495076586,0.26622903,0.331965718,0.883479212,0.182804522,0.473103574,2.804248724,0.411834427,0.534372721,0.418946025,0.866794311
303,3477_3,Control,Saline,C/S,0.598901602,0.88604119,0.444759725,2.91826087,5.71771167,0.290434783,0.197162471,4.497665904,0.28228833,1.998901602,0.974645309,0.405583524,0.450800915,0.332723112,1.044118993,1.291258581,1.980778032,2.747459954,0.51597254,0.847688787,0.528237986,0.390938215,0.202105263,2.185263158,3.630938215,1.510480549,0.280366133,0.342791762,0.90416476,0.184988558,0.482562929,2.854828375,0.415011442,0.550389016,0.425354691,0.909748284
304,3477_4,Control,Saline,C/S,0.544843569,0.726998841,0.390845886,2.521089224,4.967323291,0.275550406,0.190961761,4.576825029,0.240208575,1.591425261,0.794090382,0.369524913,0.402085747,0.302780997,0.864774044,1.030475087,1.738702202,2.353765933,0.524449594,0.70764774,0.472190035,0.376245655,0.188876014,1.47612978,3.008574739,1.434298957,0.264426419,0.305446118,0.806373117,0.186558517,0.433371958,2.526535342,0.40023175,0.509501738,0.442757822,0.811819235
305,3477_5,Control,Saline,C/S,0.512785231,0.730650155,0.389175553,2.514046554,5.070519436,0.271872492,0.188625158,4.548216948,0.238390093,1.689829148,0.800825593,0.370599702,0.404540764,0.312349501,0.864350419,1.064786148,1.748538012,2.38871689,0.514734549,0.705309024,0.457975003,0.372893017,0.195734434,1.476206857,3.001719986,1.417612659,0.260291251,0.306157551,0.805641555,0.16752666,0.439743149,2.543400986,0.384015595,0.520353171,0.422313955,0.809998853
306,3477_6,Control,Saline,C/S,0.5421644,0.78048492,0.414547605,2.672383205,5.691898285,0.283500887,0.198698995,4.806978119,0.256061502,1.880189237,0.843287995,0.389000591,0.424364281,0.334476641,0.953873448,1.127971614,1.870963927,2.604021289,0.564754583,0.774807806,0.478888232,0.391247782,0.208988764,1.596806623,3.242578356,1.452276759,0.284092253,0.325487877,0.847191011,0.179302188,0.460910704,2.692726198,0.404730928,0.557776464,0.446717918,0.879479598
307,3477_7,Control,Saline,C/S,0.414108951,0.606138518,0.349670577,2.107665113,4.225132573,0.281696931,0.196207617,4.127109111,0.224168408,1.527719749,0.637473887,0.356901816,0.379720392,0.306122449,0.744978306,0.877711715,1.5235417,2.548770689,0.541057368,0.653704001,0.443515989,0.372328459,0.195243452,1.170817933,2.477583159,1.272055279,0.259521131,0.288446087,0.739193315,0.175960148,0.395629118,2.196368311,0.363972361,0.488028282,0.42134019,0.768600354
308,3477_8,Control,Saline,C/S,0.444972938,0.627357717,0.361981302,2.217319993,4.41249795,0.296211251,0.199278334,4.27554535,0.220272265,1.684598983,0.70608496,0.375266525,0.394948335,0.321797605,0.777595539,0.925209119,1.609808102,2.82532393,0.567820239,0.67869444,0.444152862,0.397080531,0.204854847,1.24815483,2.441528621,1.303099885,0.269640807,0.308348368,0.749056913,0.174840085,0.427095293,2.248974906,0.38543546,0.515499426,0.443660817,0.794653108
309,3477_9,Control,Saline,C/S,0.462777684,0.683567916,0.385111073,2.369340343,4.97965067,0.301509242,0.204171613,4.481939969,0.238256741,1.894522639,0.715448533,0.410547736,0.426318467,0.335763948,0.846023402,0.995590978,1.679667628,3.061387146,0.606579617,0.722570799,0.451585552,0.413769713,0.223842632,1.34763439,2.701204002,1.353400034,0.287434289,0.328980838,0.795997965,0.185857216,0.449381041,2.350856368,0.405121248,0.558419535,0.468034594,0.877564863
310,3477_10,Control,Saline,C/S,0.451308901,0.647748691,0.37947644,2.057382199,3.834764398,0.29486911,0.207748691,3.866806283,0.222827225,1.624712042,0.729424084,0.353298429,0.381570681,0.320209424,0.735497382,0.873089005,1.462408377,2.261989529,0.523141361,0.657591623,0.466596859,0.392670157,0.216335079,1.094031414,2.351832461,1.308481675,0.269319372,0.300942408,0.724188482,0.192670157,0.415287958,1.999162304,0.369005236,0.518115183,0.476439791,0.815706806
311,3477_11,Control,Saline,C/S,0.46461474,0.637562814,0.367043551,2.100921273,4.029103853,0.292713568,0.210636516,3.907035176,0.225083752,1.730318258,0.72340871,0.369556114,0.39321608,0.329564489,0.746859296,0.895938023,1.531616415,2.472361809,0.540619765,0.667085427,0.475502513,0.413107203,0.215242881,1.122068677,2.376256281,1.289154104,0.27659129,0.302554439,0.734715243,0.188232831,0.427345059,2.074748744,0.40221943,0.537269682,0.486809045,0.831867672
312,3477_12,Control,Saline,C/S,0.466189172,0.66231304,0.372024436,2.195070571,4.381293448,0.300821572,0.213397936,3.976195492,0.225405519,1.867073941,0.727617443,0.375816305,0.41394565,0.32462608,0.805982726,0.931746366,1.575310723,2.610069518,0.558247314,0.696229197,0.517590057,0.420054771,0.231093322,1.184958921,2.428691805,1.306720034,0.286707394,0.315146408,0.745523489,0.191278702,0.449336423,2.100695176,0.391405098,0.560985886,0.499684011,0.866441963
313,3477_13,Control,Saline,C/S,0.398474487,0.550762756,0.338769069,1.971067859,3.329037349,0.315886376,0.224355602,3.678064177,0.238558653,1.613887428,0.629668595,0.362440821,0.368490268,0.324039979,0.701735928,0.792477643,1.374802735,2.404260915,0.531299316,0.655970542,0.450026302,0.420042083,0.207522357,1.004471331,2.150447133,1.246186218,0.2743293,0.30378748,0.704103104,0.207259337,0.395581273,1.860862704,0.35770647,0.483429774,0.455286691,0.789584429
314,3477_14,Control,Saline,C/S,0.408647509,0.567888215,0.357764303,2.023464276,3.560769839,0.316372265,0.2269971,3.702082784,0.230951753,1.755075138,0.65357237,0.372528342,0.386237806,0.356446085,0.728974427,0.860005273,1.452412339,2.562351701,0.562878988,0.66543633,0.468230952,0.437648299,0.221987872,1.047192196,2.223833377,1.258107039,0.307672027,0.29897179,0.713419457,0.210123912,0.368046401,1.904033746,0.360137095,0.516477722,0.441075666,0.82863169
315,3477_15,Control,Saline,C/S,0.431478619,0.560793405,0.346470891,2.031684699,3.595054096,0.32199897,0.227717671,3.687789799,0.212004122,1.736733642,0.639876352,0.377640392,0.386398764,0.331014941,0.732612056,0.845698094,1.430448223,2.543276662,0.586553323,0.673364245,0.471406491,0.436115404,0.248068006,1.048686244,2.182122617,1.229005667,0.285419887,0.304224626,0.712004122,0.204276146,0.414477074,1.875579598,0.376867594,0.524471922,0.492787223,0.921432251
316,3478_1,Control,Saline,C/S,0.44583838,0.719069043,0.419017131,2.859231701,5.321076311,0.229537982,0.171223395,3.518428794,0.224173732,1.502336044,0.504758609,0.321681952,0.397906212,0.290621215,0.986416335,0.737670877,1.881726942,2.107544558,0.485897214,0.844177193,0.340283786,0.356636096,0.169839073,2.102785949,3.974303513,1.514708427,0.258089635,0.331112649,0.875324451,0.16317702,0.416854127,2.650285517,0.338034262,0.481744246,0.360962104,0.764059526
317,3478_2,Control,Saline,C/S,0.427416551,0.723226704,0.432892907,2.939673157,5.384909597,0.234440195,0.169853964,3.541550765,0.238960362,1.575278164,0.521905424,0.328146732,0.412030598,0.294680111,1.015733658,0.760518081,1.909596662,2.350747566,0.494871349,0.820671071,0.352746871,0.371001391,0.173852573,2.125782337,4.187326147,1.479659249,0.262778164,0.341359527,0.905945758,0.159162031,0.424895688,2.757736439,0.352573018,0.507214882,0.363178025,0.779641864
318,3478_3,Control,Saline,C/S,0.456785746,0.750731318,0.463256803,3.09068345,5.576101409,0.244304583,0.178264338,3.654995125,0.235971988,1.722099105,0.512188636,0.350146264,0.438702243,0.314688414,1.094938392,0.799574506,2.001684248,2.618828118,0.553940254,0.854977396,0.346157256,0.384629022,0.186242354,2.272936796,4.404485418,1.580799575,0.279319209,0.364152114,0.931123127,0.165676802,0.440386491,2.860827941,0.369470792,0.529385693,0.386401915,0.868185445
319,3478_4,Control,Saline,C/S,0.366238662,0.589233125,0.364471669,2.534338556,4.605253858,0.234303216,0.187301213,3.230415832,0.194486983,1.342560961,0.430203793,0.30486512,0.372717635,0.276593238,0.874543527,0.612439628,1.699375663,2.084344446,0.49770291,0.725409353,0.318294263,0.342560961,0.16904229,1.45706208,3.18812581,1.412769466,0.255035929,0.315938273,0.777830133,0.154199552,0.383201791,2.389798563,0.323006243,0.467428437,0.388620568,0.733655319
320,3478_5,Control,Saline,C/S,0.385190459,0.60674024,0.376171829,2.584430996,4.786994185,0.24089237,0.169811321,3.230805743,0.190577904,1.457932835,0.427791622,0.320161386,0.384715794,0.289308176,0.896997745,0.639017444,1.709505162,2.273050908,0.51323128,0.700130533,0.320636051,0.352082592,0.171235315,1.460662157,3.283730865,1.425299632,0.256437641,0.301293461,0.796724813,0.153672719,0.396582414,2.394802421,0.326688027,0.495075353,0.387445117,0.740358372
